id,vehicle_id,variant_name,year,specifications,features,brand,model
1,64,1999 Alfa Romeo 146 1.4 Twin Spark 16V specs,1999,"{""doors"": 5, ""price"": 15288.0, ""seats"": 5, ""engine"": {""fuel"": ""gasoline"", ""type"": ""fuel engine"", ""torque"": 124, ""power_hp"": 103, ""power_kw"": 76, ""cylinders"": 4, ""cubic_capacity"": 1370}, ""weight"": 1135, ""body_type"": ""5-doors, hatchback"", ""dimensions"": {""width"": 1712, ""height"": 1426, ""length"": 4235, ""wheelbase"": 2540}, ""drive_type"": ""front"", ""performance"": {""top_speed"": 187, ""co2_emissions"": 189, ""acceleration_0_100"": 115.0, ""fuel_consumption_city"": 107.0, ""fuel_consumption_highway"": 63.0, ""fuel_consumption_combined"": 79.0}, ""transmission"": {""type"": ""manual"", ""gears"": 5, ""description"": ""Manual""}}","[""Crash Test Result: not tested"", ""ABS"", ""Driver's Airbag"", ""Passenger Airbag"", ""Side Airbags: € 340"", ""Central Door Locking"", ""Keyless Entry/start: € 227"", ""Electric Windows: € 227"", ""Power Steering"", ""Height Adjustment Seat: yes(driver)"", ""Heated Seats: € 204"", ""Adjustable Steering Wheel"", ""Rear Headrests"", ""Folding Rear Seats: yes(in parts)"", ""Reading Lamp(s): yes(front)"", ""Tachometer"", ""Day Counter"", ""Cooling Water Temperature Gauge"", ""Interval Wiper (s)"", ""Metallic Paint: € 431"", ""Painted Bumpers"", ""Tinted Glass"", ""Front Fog Lights: € 250"", ""Headlamp Washers: € 261"", ""Burglar Alarm: € 454"", ""Service: 20.000 km / 1 year"", ""General Warranty: 1 year, unlimited"", ""Body Warranty: 8 year"", ""New Price Tax: € 15.288"", ""New Price 2000: € 15.288"", ""New Price 1999: € 15.288"", ""4 Years Depreciation: € 189"", ""Motor Vehicle Tax: € 38"", ""Insurance: € 39"", ""Fuel Costs: € 201"", ""Maintenance: € 45"", ""Total Costs: € 513"", ""Total Costs Per Kilometer: 41,1 ct/km""]",Alfa Romeo,146
2,64,1999 Alfa Romeo 146 1.4 Twin Spark 16V L specs,1999,"{""doors"": 5, ""price"": 15832.0, ""seats"": 5, ""engine"": {""fuel"": ""gasoline"", ""type"": ""fuel engine"", ""torque"": 124, ""power_hp"": 103, ""power_kw"": 76, ""cylinders"": 4, ""cubic_capacity"": 1370}, ""weight"": 1135, ""body_type"": ""5-doors, hatchback"", ""dimensions"": {""width"": 1712, ""height"": 1426, ""length"": 4235, ""wheelbase"": 2540}, ""drive_type"": ""front"", ""performance"": {""top_speed"": 187, ""co2_emissions"": 189, ""acceleration_0_100"": 115.0, ""fuel_consumption_city"": 107.0, ""fuel_consumption_highway"": 63.0, ""fuel_consumption_combined"": 79.0}, ""transmission"": {""type"": ""manual"", ""gears"": 5, ""description"": ""Manual""}}","[""Crash Test Result: not tested"", ""ABS"", ""Driver's Airbag"", ""Passenger Airbag"", ""Side Airbags: € 340"", ""Central Door Locking"", ""Keyless Entry/start"", ""Electric Windows: yes(front)"", ""Power Steering"", ""Height Adjustment Seat: yes(driver)"", ""Heated Seats: € 204"", ""Adjustable Steering Wheel"", ""Leather Upholstery: € 1.588"", ""Rear Headrests"", ""Folding Rear Seats: yes(in parts)"", ""Reading Lamp(s): yes(front)"", ""Tachometer"", ""Day Counter"", ""Cooling Water Temperature Gauge"", ""Interval Wiper (s)"", ""Alloy Wheels: € 431"", ""Metallic Paint: € 431"", ""Painted Bumpers"", ""Tinted Glass"", ""Front Fog Lights"", ""Headlamp Washers: € 261"", ""Burglar Alarm: € 454"", ""Service: 20.000 km / 1 year"", ""General Warranty: 1 year, unlimited"", ""Body Warranty: 8 year"", ""New Price Tax: € 15.832"", ""New Price 2000: € 15.832"", ""New Price 1999: € 16.286"", ""4 Years Depreciation: € 197"", ""Motor Vehicle Tax: € 38"", ""Insurance: € 40"", ""Fuel Costs: € 201"", ""Maintenance: € 45"", ""Total Costs: € 521"", ""Total Costs Per Kilometer: 41,7 ct/km""]",Alfa Romeo,146
3,64,1999 Alfa Romeo 146 1.6 Twin Spark 16V L specs,1999,"{""doors"": 5, ""price"": 16740.0, ""seats"": 5, ""engine"": {""fuel"": ""gasoline"", ""type"": ""fuel engine"", ""torque"": 144, ""power_hp"": 120, ""power_kw"": 88, ""cylinders"": 4, ""cubic_capacity"": 1598}, ""weight"": 1185, ""body_type"": ""5-doors, hatchback"", ""dimensions"": {""width"": 1712, ""height"": 1426, ""length"": 4235, ""wheelbase"": 2540}, ""drive_type"": ""front"", ""performance"": {""top_speed"": 197, ""co2_emissions"": 198, ""acceleration_0_100"": 105.0, ""fuel_consumption_city"": 113.0, ""fuel_consumption_highway"": 66.0, ""fuel_consumption_combined"": 83.0}, ""transmission"": {""type"": ""manual"", ""gears"": 5, ""description"": ""Manual""}}","[""Crash Test Result: not tested"", ""ABS"", ""Driver's Airbag"", ""Passenger Airbag"", ""Side Airbags: € 340"", ""Central Door Locking"", ""Keyless Entry/start"", ""Electric Windows: yes(front)"", ""Power Steering"", ""Height Adjustment Seat: yes(driver)"", ""Heated Seats: € 204"", ""Adjustable Steering Wheel"", ""Leather Upholstery: € 1.588"", ""Rear Headrests"", ""Folding Rear Seats: yes(in parts)"", ""Reading Lamp(s): yes(front)"", ""Tachometer"", ""Day Counter"", ""Cooling Water Temperature Gauge"", ""Interval Wiper (s)"", ""Alloy Wheels: € 431"", ""Metallic Paint: € 431"", ""Painted Bumpers"", ""Tinted Glass"", ""Electric Mirrors: yes(and heated)"", ""Front Fog Lights"", ""Headlamp Washers: € 261"", ""Burglar Alarm: € 454"", ""Service: 20.000 km / 1 year"", ""General Warranty: 1 year, unlimited"", ""Body Warranty: 8 year"", ""New Price Tax: € 16.740"", ""New Price 2000: € 16.740"", ""New Price 1999: € 17.194"", ""4 Years Depreciation: € 209"", ""Motor Vehicle Tax: € 45"", ""Insurance: € 42"", ""Fuel Costs: € 212"", ""Maintenance: € 45"", ""Total Costs: € 553"", ""Total Costs Per Kilometer: 44,3 ct/km""]",Alfa Romeo,146
4,64,1999 Alfa Romeo 146 1.8 Twin Spark 16V L specs,1999,"{""doors"": 5, ""price"": 18918.0, ""seats"": 5, ""engine"": {""fuel"": ""gasoline"", ""type"": ""fuel engine"", ""torque"": 169, ""power_hp"": 144, ""power_kw"": 106, ""cylinders"": 4, ""cubic_capacity"": 1747}, ""weight"": 1200, ""body_type"": ""5-doors, hatchback"", ""dimensions"": {""width"": 1712, ""height"": 1426, ""length"": 4235, ""wheelbase"": 2540}, ""drive_type"": ""front"", ""performance"": {""top_speed"": 209, ""co2_emissions"": 201, ""acceleration_0_100"": 93.0, ""fuel_consumption_city"": 114.0, ""fuel_consumption_highway"": 64.0, ""fuel_consumption_combined"": 82.0}, ""transmission"": {""type"": ""manual"", ""gears"": 5, ""description"": ""Manual""}}","[""Crash Test Result: not tested"", ""ABS"", ""Driver's Airbag"", ""Passenger Airbag"", ""Side Airbags: € 340"", ""Central Door Locking"", ""Keyless Entry/start"", ""Electric Windows: yes(front)"", ""Power Steering"", ""Height Adjustment Seat: yes(driver)"", ""Heated Seats: € 204"", ""Adjustable Steering Wheel"", ""Leather Upholstery: € 1.588"", ""Rear Headrests"", ""Folding Rear Seats: yes(in parts)"", ""Reading Lamp(s): yes(front)"", ""Tachometer"", ""Day Counter"", ""Cooling Water Temperature Gauge"", ""Interval Wiper (s)"", ""Alloy Wheels"", ""Metallic Paint: € 431"", ""Painted Bumpers"", ""Tinted Glass"", ""Electric Mirrors: yes(and heated)"", ""Front Fog Lights"", ""Headlamp Washers: € 261"", ""Burglar Alarm: € 454"", ""Service: 20.000 km / 1 year"", ""General Warranty: 1 year, unlimited"", ""Body Warranty: 8 year"", ""New Price Tax: € 18.918"", ""New Price 2000: € 18.918"", ""New Price 1999: € 18.918"", ""4 Years Depreciation: € 238"", ""Motor Vehicle Tax: € 45"", ""Insurance: € 45"", ""Fuel Costs: € 209"", ""Maintenance: € 47"", ""Total Costs: € 585"", ""Total Costs Per Kilometer: 46,8 ct/km""]",Alfa Romeo,146
5,64,1999 Alfa Romeo 146 TI specs,1999,"{""doors"": 5, ""price"": 22231.0, ""seats"": 5, ""engine"": {""fuel"": ""gasoline"", ""type"": ""fuel engine"", ""torque"": 187, ""power_hp"": 155, ""power_kw"": 114, ""cylinders"": 4, ""cubic_capacity"": 1970}, ""weight"": 1250, ""body_type"": ""5-doors, hatchback"", ""dimensions"": {""width"": 1712, ""height"": 1425, ""length"": 4235, ""wheelbase"": 2540}, ""drive_type"": ""front"", ""performance"": {""top_speed"": 216, ""co2_emissions"": 208, ""acceleration_0_100"": 84.0, ""fuel_consumption_city"": 119.0, ""fuel_consumption_highway"": 66.0, ""fuel_consumption_combined"": 85.0}, ""transmission"": {""type"": ""manual"", ""gears"": 5, ""description"": ""Manual""}}","[""Crash Test Result: not tested"", ""ABS"", ""Driver's Airbag"", ""Passenger Airbag"", ""Side Airbags: € 340"", ""Central Door Locking"", ""Keyless Entry/start"", ""Electric Windows: yes(front & rear)"", ""Power Steering"", ""Height Adjustment Seat: yes(driver)"", ""Heated Seats: € 204"", ""Leather Covered Steering Wheel"", ""Adjustable Steering Wheel"", ""Leather Upholstery: € 1.588"", ""Rear Headrests"", ""Folding Rear Seats: yes(in parts)"", ""Reading Lamp(s): yes(front)"", ""Tachometer"", ""Day Counter"", ""Cooling Water Temperature Gauge"", ""Interval Wiper (s)"", ""Alloy Wheels"", ""Metallic Paint: € 431"", ""Painted Bumpers"", ""Tinted Glass"", ""Electric Mirrors: yes(and heated)"", ""Front Fog Lights"", ""Headlamp Washers: € 261"", ""Burglar Alarm: € 454"", ""Service: 20.000 km / 1 year"", ""General Warranty: 1 year, unlimited"", ""Body Warranty: 8 year"", ""New Price Tax: € 22.231"", ""New Price 2000: € 22.231"", ""New Price 1999: € 22.231"", ""4 Years Depreciation: € 282"", ""Motor Vehicle Tax: € 45"", ""Insurance: € 51"", ""Fuel Costs: € 217"", ""Maintenance: € 48"", ""Total Costs: € 642"", ""Total Costs Per Kilometer: 51,4 ct/km""]",Alfa Romeo,146
6,64,1999 Alfa Romeo 146 1.9 JTD specs,1999,"{""doors"": 5, ""price"": 18101.0, ""seats"": 5, ""engine"": {""fuel"": ""diesel"", ""type"": ""fuel engine"", ""torque"": 255, ""power_hp"": 105, ""power_kw"": 77, ""cylinders"": 4, ""cubic_capacity"": 1910}, ""weight"": 1220, ""body_type"": ""5-doors, hatchback"", ""dimensions"": {""width"": 1712, ""height"": 1425, ""length"": 4235, ""wheelbase"": 2540}, ""drive_type"": ""front"", ""performance"": {""top_speed"": 185, ""co2_emissions"": 152, ""acceleration_0_100"": 104.0, ""fuel_consumption_city"": 76.0, ""fuel_consumption_highway"": 47.0, ""fuel_consumption_combined"": 57.0}, ""transmission"": {""type"": ""manual"", ""gears"": 5, ""description"": ""Manual""}}","[""Crash Test Result: not tested"", ""ABS"", ""Driver's Airbag"", ""Passenger Airbag"", ""Side Airbags: € 340"", ""Central Door Locking"", ""Keyless Entry/start"", ""Electric Windows: yes(front)"", ""Power Steering"", ""Height Adjustment Seat: yes(driver)"", ""Heated Seats: € 204"", ""Adjustable Steering Wheel"", ""Rear Headrests"", ""Folding Rear Seats: yes(in parts)"", ""Reading Lamp(s): yes(front)"", ""Tachometer"", ""Day Counter"", ""Cooling Water Temperature Gauge"", ""Interval Wiper (s)"", ""Metallic Paint: € 431"", ""Painted Bumpers"", ""Tinted Glass"", ""Front Fog Lights: € 250"", ""Headlamp Washers: € 261"", ""Burglar Alarm: € 454"", ""Service: 10.000 km / 1 year"", ""General Warranty: 1 year, unlimited"", ""Body Warranty: 8 year"", ""New Price Tax: € 18.101"", ""New Price 2000: € 18.101"", ""New Price 1999: € 18.101"", ""4 Years Depreciation: € 229"", ""Motor Vehicle Tax: € 97"", ""Insurance: € 45"", ""Fuel Costs: € 120"", ""Maintenance: € 45"", ""Total Costs: € 536"", ""Total Costs Per Kilometer: 42,9 ct/km""]",Alfa Romeo,146
7,64,1999 Alfa Romeo 146 1.9 JTD L specs,1999,"{""doors"": 5, ""price"": 20279.0, ""seats"": 5, ""engine"": {""fuel"": ""diesel"", ""type"": ""fuel engine"", ""torque"": 255, ""power_hp"": 105, ""power_kw"": 77, ""cylinders"": 4, ""cubic_capacity"": 1910}, ""weight"": 1220, ""body_type"": ""5-doors, hatchback"", ""dimensions"": {""width"": 1712, ""height"": 1425, ""length"": 4235, ""wheelbase"": 2540}, ""drive_type"": ""front"", ""performance"": {""top_speed"": 185, ""co2_emissions"": 152, ""acceleration_0_100"": 104.0, ""fuel_consumption_city"": 76.0, ""fuel_consumption_highway"": 47.0, ""fuel_consumption_combined"": 57.0}, ""transmission"": {""type"": ""manual"", ""gears"": 5, ""description"": ""Manual""}}","[""Crash Test Result: not tested"", ""ABS"", ""Driver's Airbag"", ""Passenger Airbag"", ""Side Airbags: € 340"", ""Central Door Locking"", ""Keyless Entry/start"", ""Electric Windows: yes(front)"", ""Power Steering"", ""Height Adjustment Seat: yes(driver)"", ""Heated Seats: € 204"", ""Adjustable Steering Wheel"", ""Leather Upholstery: € 1.588"", ""Rear Headrests"", ""Folding Rear Seats: yes(in parts)"", ""Reading Lamp(s): yes(front)"", ""Tachometer"", ""Day Counter"", ""Cooling Water Temperature Gauge"", ""Interval Wiper (s)"", ""Alloy Wheels: € 431"", ""Metallic Paint: € 431"", ""Painted Bumpers"", ""Tinted Glass"", ""Electric Mirrors: yes(and heated)"", ""Front Fog Lights"", ""Headlamp Washers: € 261"", ""Burglar Alarm: € 454"", ""Service: 20.000 km / 1 year"", ""General Warranty: 1 year, unlimited"", ""Body Warranty: 8 year"", ""New Price Tax: € 20.279"", ""New Price 2000: € 19.372"", ""New Price 1999: € 19.826"", ""4 Years Depreciation: € 262"", ""Motor Vehicle Tax: € 97"", ""Insurance: € 48"", ""Fuel Costs: € 120"", ""Maintenance: € 46"", ""Total Costs: € 572"", ""Total Costs Per Kilometer: 45,8 ct/km""]",Alfa Romeo,146
8,64,1995 Alfa Romeo 146 1.4 I.e. specs,1995,"{""doors"": 5, ""price"": 14408.0, ""seats"": 5, ""engine"": {""fuel"": ""gasoline"", ""type"": ""fuel engine"", ""torque"": 115, ""power_hp"": 90, ""power_kw"": 66, ""cylinders"": 4, ""cubic_capacity"": 1351}, ""weight"": 1133, ""body_type"": ""5-doors, hatchback"", ""dimensions"": {""width"": 1712, ""height"": 1425, ""length"": 4257, ""wheelbase"": 2540}, ""drive_type"": ""front"", ""performance"": {""top_speed"": 179, ""co2_emissions"": null, ""acceleration_0_100"": 128.0, ""fuel_consumption_city"": 100.0, ""fuel_consumption_highway"": 100.0, ""fuel_consumption_combined"": 83.0}, ""transmission"": {""type"": ""manual"", ""gears"": 5, ""description"": ""Manual""}}","[""Crash Test Result: not tested"", ""ABS: € 1.611"", ""Driver's Airbag"", ""Passenger Airbag: € 522"", ""Keyless Entry/start: € 352"", ""Electric Windows: € 352"", ""Power Steering"", ""Adjustable Steering Wheel"", ""Rear Headrests: € 136"", ""Folding Rear Seats"", ""Reading Lamp(s): yes(front)"", ""Tachometer"", ""Day Counter"", ""Cooling Water Temperature Gauge"", ""Interval Wiper (s)"", ""Metallic Paint: € 431"", ""Tinted Glass"", ""Headlamp Washers: € 250"", ""Service: 10.000 km / 1 year"", ""General Warranty: 1 year, unlimited"", ""Body Warranty: 6 year"", ""New Price Tax: € 14.408"", ""New Price 1997: € 14.408"", ""New Price 1996: € 14.408"", ""New Price 1995: € 14.408"", ""4 Years Depreciation: € 177"", ""Motor Vehicle Tax: € 0"", ""Insurance: € 38"", ""Fuel Costs: € 229"", ""Maintenance: € 44"", ""Total Costs: € 489"", ""Total Costs Per Kilometer: 39,1 ct/km""]",Alfa Romeo,146
9,64,1995 Alfa Romeo 146 1.4 I.e. L specs,1995,"{""doors"": 5, ""price"": 15315.0, ""seats"": 5, ""engine"": {""fuel"": ""gasoline"", ""type"": ""fuel engine"", ""torque"": 115, ""power_hp"": 90, ""power_kw"": 66, ""cylinders"": 4, ""cubic_capacity"": 1351}, ""weight"": 1133, ""body_type"": ""5-doors, hatchback"", ""dimensions"": {""width"": 1712, ""height"": 1425, ""length"": 4257, ""wheelbase"": 2540}, ""drive_type"": ""front"", ""performance"": {""top_speed"": 179, ""co2_emissions"": null, ""acceleration_0_100"": 128.0, ""fuel_consumption_city"": 100.0, ""fuel_consumption_highway"": 100.0, ""fuel_consumption_combined"": 83.0}, ""transmission"": {""type"": ""manual"", ""gears"": 5, ""description"": ""Manual""}}","[""Crash Test Result: not tested"", ""ABS: € 1.611"", ""Driver's Airbag"", ""Passenger Airbag: € 522"", ""Central Door Locking"", ""Keyless Entry/start"", ""Electric Windows: yes(front)"", ""Power Steering"", ""Height Adjustment Seat: yes(driver)"", ""Adjustable Steering Wheel"", ""Rear Headrests"", ""Folding Rear Seats"", ""Reading Lamp(s): yes(front)"", ""Tachometer"", ""Day Counter"", ""Cooling Water Temperature Gauge"", ""Interval Wiper (s)"", ""Alloy Wheels: € 567"", ""Sliding / Tilting Roof: € 1.021"", ""Metallic Paint: € 431"", ""Painted Bumpers"", ""Tinted Glass"", ""Front Fog Lights: € 284"", ""Headlamp Washers: € 250"", ""Service: 10.000 km / 1 year"", ""General Warranty: 1 year, unlimited"", ""Body Warranty: 6 year"", ""New Price Tax: € 15.315"", ""New Price 1997: € 15.315"", ""New Price 1996: € 15.156"", ""New Price 1995: € 15.156"", ""4 Years Depreciation: € 190"", ""Motor Vehicle Tax: € 0"", ""Insurance: € 39"", ""Fuel Costs: € 229"", ""Maintenance: € 45"", ""Total Costs: € 503"", ""Total Costs Per Kilometer: 40,2 ct/km""]",Alfa Romeo,146
10,64,1995 Alfa Romeo 146 1.6 I.e. specs,1995,"{""doors"": 5, ""price"": 15871.0, ""seats"": 5, ""engine"": {""fuel"": ""gasoline"", ""type"": ""fuel engine"", ""torque"": 134, ""power_hp"": 103, ""power_kw"": 76, ""cylinders"": 4, ""cubic_capacity"": 1596}, ""weight"": 1150, ""body_type"": ""5-doors, hatchback"", ""dimensions"": {""width"": 1712, ""height"": 1425, ""length"": 4257, ""wheelbase"": 2540}, ""drive_type"": ""front"", ""performance"": {""top_speed"": 187, ""co2_emissions"": null, ""acceleration_0_100"": 115.0, ""fuel_consumption_city"": 100.0, ""fuel_consumption_highway"": 100.0, ""fuel_consumption_combined"": 82.0}, ""transmission"": {""type"": ""manual"", ""gears"": 5, ""description"": ""Manual""}}","[""Crash Test Result: not tested"", ""ABS: € 1.611"", ""Driver's Airbag"", ""Passenger Airbag: € 522"", ""Central Door Locking"", ""Keyless Entry/start"", ""Electric Windows: yes(front)"", ""Power Steering"", ""Air Conditioning: € 1.656"", ""Adjustable Steering Wheel"", ""Rear Headrests: € 136"", ""Folding Rear Seats"", ""Reading Lamp(s): yes(front)"", ""Tachometer"", ""Day Counter"", ""Cooling Water Temperature Gauge"", ""Interval Wiper (s)"", ""Alloy Wheels: € 567"", ""Sliding / Tilting Roof: € 1.021"", ""Metallic Paint: € 431"", ""Painted Bumpers"", ""Tinted Glass"", ""Front Fog Lights: € 284"", ""Headlamp Washers: € 250"", ""Service: 10.000 km / 1 year"", ""General Warranty: 1 year, unlimited"", ""Body Warranty: 6 year"", ""New Price Tax: € 15.871"", ""New Price 1997: € 15.871"", ""New Price 1996: € 15.655"", ""New Price 1995: € 15.655"", ""4 Years Depreciation: € 197"", ""Motor Vehicle Tax: € 0"", ""Insurance: € 40"", ""Fuel Costs: € 226"", ""Maintenance: € 45"", ""Total Costs: € 509"", ""Total Costs Per Kilometer: 40,7 ct/km""]",Alfa Romeo,146
